gender,cgpa,attendance,internship,projects,communication,aptitude_score,coding_score,backlogs,extracurricular,placed
Female,7.27,80.03,Yes,5,Low,51,65,0,Yes,0
Male,8.53,67.77,Yes,5,High,51,49,0,Yes,1
Male,6.44,79.08,Yes,1,Low,77,62,1,Yes,0
Female,7.08,94.66,No,4,Medium,42,87,2,Yes,0
Female,7.18,60.87,No,5,Medium,47,84,3,Yes,0
Male,9.7,87.18,Yes,5,High,88,78,3,Yes,1
Male,9.61,81.92,No,2,High,70,72,3,No,0
Female,8.94,66.78,No,2,Low,52,53,0,Yes,0
Male,6.54,92.7,Yes,4,Low,47,48,0,Yes,0
Female,5.79,74.76,Yes,3,High,76,53,2,Yes,0
Male,6.86,71.75,Yes,1,Medium,63,75,2,Yes,0
Female,6.65,93.13,No,5,Medium,67,94,2,Yes,0
Male,7.68,85.54,No,1,Low,43,80,3,Yes,0
Female,8.84,95.93,Yes,2,High,55,41,2,Yes,1
Male,9.19,85.2,Yes,1,High,57,95,0,Yes,1
Male,9.13,89.63,No,2,Low,43,50,2,Yes,0
Female,7.05,93.46,No,1,Medium,82,91,1,Yes,0
Male,8.46,62.19,Yes,2,High,79,53,0,Yes,1
Female,6.85,91.04,Yes,1,Medium,97,75,1,Yes,0
Male,5.76,84.55,No,5,Medium,72,74,2,No,0
Female,8.52,62.78,Yes,5,Medium,98,81,1,No,1
Male,5.54,80.34,Yes,4,Low,84,91,0,Yes,1
Female,7.26,63.3,No,1,High,92,64,3,Yes,0
Male,6.92,89.44,Yes,3,Medium,66,72,0,Yes,0
Female,8.48,81.86,No,4,Medium,93,48,0,Yes,0
Male,8.79,98.14,Yes,1,Low,75,52,0,Yes,1
Female,6.81,67.33,Yes,3,High,43,82,1,Yes,1
Female,8.99,84.24,Yes,5,High,75,49,0,Yes,1
Female,6.76,68.46,Yes,5,Medium,52,96,0,Yes,1
Male,7.42,84.56,Yes,5,High,90,72,0,Yes,1
Female,8.63,88.91,No,3,Low,87,84,2,Yes,0
Male,8.48,88.89,Yes,2,High,99,48,1,Yes,1
Female,9.75,92.6,No,1,Medium,53,93,2,No,0
Male,6.47,94.14,Yes,4,Low,81,79,0,Yes,1
Female,8.35,63.09,Yes,4,Low,76,52,2,Yes,0
Male,8.12,73.73,Yes,5,Medium,86,63,3,No,0
Male,9.43,87.48,No,2,High,45,79,0,Yes,1
Female,6.17,79.94,Yes,1,High,90,98,2,No,1
Male,8.73,67.63,Yes,1,Medium,53,95,0,Yes,1
Male,7.94,82.11,No,4,Low,98,99,3,Yes,0
Female,6.68,76.3,Yes,4,High,82,56,0,No,1
Male,7.54,75.6,Yes,4,Medium,42,72,0,No,1
Male,6.94,92.39,Yes,1,Medium,64,62,2,Yes,0
Male,7.99,76.3,No,4,High,73,66,0,No,1
Female,9.32,61.06,Yes,1,Low,45,83,3,Yes,1
Male,7.95,62.32,No,5,Medium,95,83,3,No,0
Female,8.22,94.25,No,2,Low,79,96,2,Yes,0
Male,7.73,98.42,No,4,Low,40,82,0,No,1
Male,5.72,87.54,Yes,1,High,99,65,1,Yes,1
Male,6.5,74.57,No,5,Low,85,63,0,No,0
Female,7.62,97.54,Yes,3,Medium,87,50,1,Yes,1
Male,6.83,86.51,Yes,5,Low,88,68,0,Yes,0
Male,6.28,93.77,Yes,2,Medium,47,87,3,No,0
Female,7.67,90.63,No,5,Low,56,44,3,Yes,0
Male,6.89,75.17,Yes,4,High,52,63,0,Yes,1
Female,6.61,79.15,Yes,4,Low,58,48,0,Yes,0
Female,7.5,67.45,No,3,High,80,94,3,Yes,0
Male,6.07,71.68,Yes,1,Medium,74,98,0,Yes,1
Female,9.49,91.13,Yes,5,Medium,89,49,0,Yes,1
Male,9.23,95.76,No,3,High,72,50,2,No,0
Female,8.54,88.98,No,4,Low,84,70,2,Yes,0
Female,5.96,78.61,Yes,1,Low,84,42,2,Yes,0
Male,8.84,63.46,Yes,1,Low,83,64,1,Yes,1
Female,8.97,62.28,No,2,Medium,72,92,3,Yes,0
Female,8.8,74.97,Yes,4,High,81,82,0,Yes,1
Female,5.99,78.55,Yes,1,Low,90,79,3,No,0
Female,8.27,84.36,No,2,High,93,66,0,Yes,1
Female,9.09,60.26,Yes,2,Medium,78,40,0,Yes,1
Male,7.98,99.59,Yes,4,Low,85,88,3,No,1
Female,8.28,74.56,Yes,1,High,77,87,1,Yes,1
Male,7.47,93.92,Yes,1,High,77,55,1,No,1
Female,7.77,81.4,No,5,High,48,74,1,Yes,1
Male,5.65,65.22,Yes,1,Medium,91,54,1,Yes,0
Male,8.25,91.9,Yes,2,Low,87,73,2,Yes,0
Female,5.85,88.39,No,3,Medium,76,92,3,Yes,0
Female,7.37,81.1,Yes,4,Medium,86,50,1,No,0
Female,6.76,80.58,No,3,Medium,40,48,1,No,0
Male,7.85,63.5,Yes,1,High,75,96,1,Yes,1
Female,6.07,86.23,No,2,High,81,63,1,Yes,0
Male,8.47,96.45,Yes,3,Low,77,76,2,No,1
Male,8.92,63.73,Yes,4,Medium,94,74,0,No,1
Male,6.2,70.54,Yes,5,High,98,61,1,Yes,1
Female,5.95,96.09,No,3,Low,41,79,2,Yes,0
Female,6.13,71.37,No,5,Medium,49,77,2,No,0
Male,9.27,86.16,No,1,Low,93,46,2,No,0
Male,7.77,81.39,Yes,1,Medium,90,83,0,Yes,1
Female,7.51,83.85,Yes,4,Medium,62,69,3,Yes,0
Male,5.96,76.63,No,5,Low,48,99,1,Yes,0
Female,8.29,72.0,No,5,Low,50,68,0,Yes,0
Male,9.23,61.94,No,4,Medium,75,94,2,Yes,0
Female,9.06,89.77,Yes,3,Medium,95,78,0,No,1
Male,8.19,89.84,Yes,4,Low,81,80,3,No,1
Female,5.82,86.83,Yes,1,High,77,48,2,Yes,0
Male,5.98,85.75,Yes,5,Medium,74,40,3,No,0
Female,5.71,69.75,No,2,Low,52,42,3,Yes,0
Female,6.61,60.89,No,2,High,58,44,2,No,0
Male,6.08,92.35,Yes,1,Low,74,50,1,Yes,0
Male,6.62,79.65,Yes,5,Low,91,43,3,Yes,0
Female,7.16,72.27,Yes,5,High,69,83,2,Yes,1
Male,9.55,64.08,No,4,Low,57,72,0,Yes,0
Female,8.12,62.51,No,3,High,51,72,0,Yes,1
Male,9.09,73.95,Yes,4,High,51,84,3,Yes,1
Female,8.55,92.19,No,2,Medium,60,59,2,Yes,0
Female,5.98,96.75,Yes,5,Low,51,76,3,Yes,0
Female,8.66,95.87,Yes,3,Low,95,59,1,Yes,1
Female,6.68,96.8,No,4,Low,67,73,0,Yes,0
Female,8.25,96.31,No,3,High,68,60,1,No,1
Female,6.97,81.09,No,2,Medium,78,97,3,Yes,0
Male,9.79,68.78,Yes,3,Low,80,90,1,Yes,1
Male,6.63,91.92,Yes,5,Medium,83,46,1,No,0
Male,6.7,68.55,Yes,3,Low,90,55,3,Yes,0
Female,9.5,70.69,Yes,3,Low,43,71,3,No,0
Female,5.61,69.33,Yes,4,Low,70,75,3,Yes,0
Female,8.5,80.6,Yes,3,High,63,89,1,No,1
Female,8.62,72.87,Yes,3,Low,81,50,2,Yes,0
Male,9.1,66.17,Yes,2,Medium,98,95,2,Yes,1
Male,9.69,78.13,No,3,Low,90,87,2,Yes,0
Female,9.7,94.96,No,4,Medium,88,68,1,No,0
Male,5.78,82.82,No,4,Medium,57,81,0,No,0
Male,9.03,95.13,Yes,5,Low,81,73,0,Yes,1
Female,8.28,67.83,Yes,2,Medium,65,98,3,No,1
Male,8.28,66.68,Yes,1,Medium,95,94,2,No,1
Female,6.05,83.02,Yes,5,Low,83,95,0,Yes,1
Male,8.3,78.53,Yes,3,High,94,49,2,Yes,1
Female,9.72,86.41,Yes,2,Medium,59,42,1,Yes,1
Female,9.42,91.79,No,5,High,47,61,3,No,0
Female,7.39,90.05,No,4,Medium,90,71,3,Yes,0
Female,5.67,97.69,Yes,2,High,72,83,3,No,1
Male,7.06,75.93,No,2,Medium,43,59,3,Yes,0
Female,9.05,68.26,Yes,3,Low,77,99,3,No,1
Female,8.52,82.04,No,2,High,61,41,3,Yes,0
Female,7.48,64.43,No,2,High,75,47,3,Yes,0
Male,5.74,71.55,No,1,High,87,89,2,Yes,0
Female,7.34,68.32,Yes,3,Low,70,80,0,No,1
Male,7.52,75.86,Yes,2,Medium,47,64,2,Yes,0
Female,9.49,64.45,Yes,2,Medium,48,50,2,Yes,0
Male,8.26,61.27,Yes,1,Medium,86,63,0,Yes,1
Male,6.84,86.27,No,1,High,57,65,2,Yes,0
Female,7.76,84.41,No,4,Medium,74,74,3,Yes,0
Male,5.78,88.33,No,3,Medium,99,79,2,No,0
Female,9.68,86.42,Yes,1,Medium,63,44,3,No,0
Female,7.05,64.57,No,2,Low,56,54,0,Yes,0
Female,7.55,71.64,Yes,1,Medium,40,81,2,No,1
Male,7.03,65.18,Yes,5,Low,78,53,1,Yes,0
Male,8.43,93.72,No,4,Low,81,76,2,Yes,0
Female,8.35,89.88,Yes,4,Low,54,57,0,No,1
Female,8.58,68.06,Yes,3,Medium,94,51,1,Yes,1
Male,6.65,73.65,Yes,4,Medium,52,42,3,Yes,0
Female,6.86,98.66,No,3,High,62,79,1,Yes,1
Female,6.04,83.77,No,5,Medium,68,85,3,Yes,0
Female,8.32,92.05,Yes,2,Medium,70,72,0,Yes,1
Male,5.67,70.58,No,5,Low,76,43,3,No,0
Male,8.07,68.4,No,3,High,67,93,0,Yes,1
Male,9.24,91.36,No,3,Low,71,96,2,Yes,0
Female,9.33,87.43,Yes,3,High,46,79,1,No,1
Female,7.43,87.24,No,2,Medium,53,65,1,Yes,0
Female,7.48,82.11,No,3,Low,53,60,1,No,0
Male,5.83,82.54,Yes,5,Medium,71,84,3,No,0
Female,8.38,89.43,Yes,2,Low,48,55,0,No,1
Female,9.03,70.8,Yes,5,Low,93,87,2,Yes,1
Female,6.55,74.11,Yes,2,Medium,45,62,0,Yes,0
Female,7.31,94.87,Yes,3,Medium,90,63,1,No,0
Male,9.11,72.35,Yes,2,Low,54,99,3,Yes,1
Male,9.27,81.85,Yes,1,Medium,69,48,2,Yes,0
Female,6.55,88.11,Yes,5,High,69,58,2,Yes,0
Male,7.87,100.0,Yes,1,Medium,55,66,3,Yes,0
Male,6.33,77.41,No,1,Low,62,79,0,Yes,0
Female,5.94,77.12,No,3,Low,70,70,3,Yes,0
Female,9.42,93.7,Yes,3,Low,93,90,1,Yes,1
Male,9.03,92.22,Yes,1,High,51,40,1,Yes,1
Female,8.77,89.24,Yes,2,Medium,60,52,1,Yes,1
Male,5.71,78.53,Yes,3,Medium,42,84,2,Yes,0
Female,9.13,72.96,Yes,5,Low,42,43,1,Yes,1
Male,7.38,84.35,No,1,Low,77,94,0,Yes,0
Female,6.97,95.05,Yes,5,High,61,64,2,Yes,0
Male,7.85,95.35,No,5,Medium,60,49,0,Yes,0
Male,5.89,64.34,No,5,High,90,62,2,Yes,0
Male,8.75,77.13,Yes,1,High,83,97,0,Yes,1
Female,8.0,78.59,Yes,4,High,55,82,1,Yes,1
Male,6.3,99.1,Yes,3,Low,57,69,2,Yes,0
Male,6.31,87.12,Yes,5,Low,43,53,0,Yes,0
Female,6.29,76.29,Yes,1,Low,59,71,2,No,0
Female,5.75,61.04,No,4,High,97,69,2,Yes,0
Male,8.03,82.62,No,1,Medium,84,44,1,Yes,0
Male,9.11,63.84,No,3,High,52,84,2,No,1
Female,5.58,93.38,Yes,1,High,70,54,3,No,0
Female,5.71,90.1,Yes,2,High,41,56,0,Yes,1
Female,7.96,78.42,Yes,2,Medium,69,87,3,No,1
Female,9.02,77.17,Yes,5,Low,70,72,2,Yes,0
Female,6.9,95.89,Yes,1,Low,67,51,0,Yes,0
Male,7.0,71.54,No,1,Medium,48,64,3,Yes,0
Female,8.06,69.96,Yes,5,High,98,91,3,Yes,1
Male,6.68,97.57,No,5,High,50,58,1,No,0
Male,5.61,92.37,No,4,Low,74,98,3,No,0
Male,8.66,92.83,Yes,1,Low,88,92,2,Yes,1
Female,8.19,67.81,No,3,Medium,83,62,0,Yes,0
Male,8.0,65.73,Yes,3,Medium,76,78,2,Yes,1
Male,8.69,61.04,Yes,3,Low,85,44,3,Yes,0
Female,8.4,69.48,No,5,Medium,97,79,2,Yes,0
Male,6.39,90.97,Yes,5,High,90,60,3,Yes,0
Male,7.02,69.6,No,5,High,93,97,1,Yes,1
Female,6.04,89.16,No,3,Medium,56,75,2,Yes,0
Male,6.06,70.08,No,4,Medium,65,53,2,No,0
Male,8.41,75.81,No,2,Low,43,45,1,Yes,0
Male,9.19,99.33,Yes,1,High,72,58,2,No,1
Female,9.64,69.79,Yes,2,Low,56,43,3,Yes,0
Female,8.2,75.05,Yes,1,Low,81,63,1,No,1
Female,6.29,72.04,Yes,5,Low,47,65,2,Yes,0
Male,5.95,64.38,Yes,3,Medium,65,81,3,Yes,0
Male,9.0,79.6,No,2,High,82,58,3,Yes,0
Female,7.99,75.15,Yes,5,High,59,98,0,Yes,1
Male,8.16,87.8,No,1,Medium,81,71,0,Yes,0
Male,8.86,92.7,No,2,High,90,81,0,Yes,1
Female,8.52,81.77,Yes,2,Low,77,84,1,Yes,1
Female,9.09,61.29,Yes,2,Medium,82,74,3,No,0
Male,5.74,84.76,Yes,2,High,87,93,1,Yes,1
Male,8.71,62.22,Yes,2,Medium,81,79,1,No,1
Male,9.16,84.65,Yes,5,Low,96,81,1,No,1
Female,6.73,87.4,Yes,1,High,93,41,1,Yes,1
Female,8.25,67.91,No,1,Low,72,72,1,Yes,0
Female,6.85,92.77,Yes,4,Low,79,49,2,No,0
Female,9.62,96.44,No,3,Medium,56,84,0,Yes,1
Male,5.64,92.52,No,2,Low,90,72,1,Yes,0
Female,7.99,72.2,Yes,1,Medium,48,62,2,Yes,0
Female,6.22,83.47,Yes,3,Medium,59,73,2,Yes,0
Female,8.56,96.59,No,3,Low,47,96,3,Yes,0
Female,6.26,72.83,No,5,High,80,81,1,Yes,1
Female,6.51,92.8,Yes,2,High,87,75,0,No,1
Male,7.63,60.38,Yes,4,Low,85,69,3,No,0
Male,9.43,60.15,Yes,3,High,95,78,1,No,1
Female,6.41,90.39,Yes,5,Medium,45,44,3,No,0
Male,6.12,90.46,Yes,2,High,48,60,0,No,1
Female,8.76,91.56,Yes,1,High,50,55,0,Yes,1
Female,7.65,97.2,No,4,Low,93,46,1,Yes,0
Male,9.42,64.72,Yes,2,Medium,86,48,0,Yes,1
Male,6.13,69.28,Yes,5,High,86,91,0,Yes,1
Female,8.28,96.15,Yes,5,Medium,44,96,0,Yes,1
Female,6.5,67.09,No,5,Low,47,80,1,Yes,0
Female,6.17,87.29,Yes,5,Low,91,82,3,No,0
Male,8.44,81.22,No,5,Low,74,63,3,Yes,0
Female,8.05,63.33,Yes,4,Low,91,88,3,No,1
Female,8.75,71.41,Yes,3,Medium,99,65,3,No,0
Female,6.83,80.81,Yes,3,Low,64,71,3,No,0
Male,7.43,94.09,No,1,Low,75,82,3,Yes,0
Female,7.24,88.3,Yes,3,Medium,78,66,3,Yes,0
Female,9.73,84.88,No,5,High,88,80,0,No,1
Male,6.76,79.84,No,3,High,83,58,3,Yes,0
Female,6.77,71.95,No,3,Low,45,47,0,Yes,0
Female,7.02,64.77,Yes,5,High,63,76,2,No,1
Male,7.93,76.36,No,4,High,94,45,1,Yes,1
Female,6.58,61.14,Yes,5,High,60,58,0,Yes,1
Male,9.44,68.44,Yes,3,High,75,82,1,Yes,1
Male,6.64,77.3,Yes,3,High,57,62,1,Yes,1
Female,9.35,76.74,No,1,Low,87,41,2,Yes,0
Female,5.94,61.77,Yes,5,Low,40,42,3,Yes,0
Female,8.32,83.56,Yes,1,Medium,68,41,2,Yes,0
Female,9.4,81.99,Yes,1,Low,56,52,0,No,1
Male,6.23,63.12,Yes,2,High,44,71,0,Yes,1
Female,9.66,97.73,Yes,1,Medium,96,82,0,Yes,1
Male,7.45,63.98,Yes,3,High,94,64,1,Yes,1
Female,9.57,94.19,Yes,3,High,89,82,3,No,1
Female,8.41,60.01,Yes,2,Medium,45,52,3,Yes,0
Female,6.8,95.29,No,2,Low,97,69,3,Yes,0
Male,6.31,60.79,Yes,5,Low,94,58,2,Yes,0
Female,6.81,90.31,Yes,2,Medium,84,63,2,Yes,0
Female,5.9,74.47,Yes,4,High,47,93,0,Yes,1
Female,6.12,89.53,No,3,High,98,84,3,No,0
Female,5.95,76.07,Yes,3,Low,64,72,3,Yes,0
Male,7.32,62.84,Yes,2,Low,58,98,2,Yes,0
Female,8.92,90.7,Yes,2,Low,99,52,1,Yes,1
Male,6.11,62.85,No,3,Low,87,70,3,No,0
Male,6.06,96.88,Yes,2,High,89,77,0,Yes,1
Male,8.27,62.04,Yes,5,Low,78,47,3,Yes,0
Male,6.35,79.17,Yes,2,Medium,95,97,2,Yes,0
Male,5.92,88.92,Yes,2,Medium,48,69,3,Yes,0
Male,6.22,75.73,Yes,5,Medium,97,58,0,Yes,0
Female,9.47,68.69,No,5,Medium,67,71,1,No,0
Male,9.03,90.36,Yes,5,Medium,92,69,1,No,1
Male,7.02,91.37,No,3,Medium,96,94,0,Yes,0
Male,8.32,96.91,Yes,2,Medium,70,85,0,No,1
Female,7.81,75.05,Yes,5,Low,40,77,3,Yes,1
Female,8.41,80.25,Yes,5,Medium,80,56,3,Yes,0
Male,8.44,74.53,Yes,3,High,49,73,2,Yes,1
Female,8.2,70.28,No,4,High,92,55,1,Yes,1
Male,6.64,90.04,Yes,2,Medium,89,98,1,Yes,1
Male,5.67,73.59,No,4,High,61,76,0,Yes,1
Female,7.46,77.13,No,4,High,40,94,2,Yes,0
Male,9.33,76.15,Yes,5,Medium,52,91,3,Yes,1
Female,7.95,88.51,No,3,High,53,45,0,Yes,1
Female,9.08,96.71,Yes,2,Medium,62,41,0,No,1
Male,9.76,86.67,Yes,2,High,78,44,0,Yes,1
Male,6.2,78.86,No,2,Low,67,81,1,Yes,0
Female,8.47,91.17,Yes,4,High,68,58,3,Yes,1
Male,8.4,85.64,Yes,1,Medium,97,40,3,No,0
Male,9.71,62.42,No,3,Medium,79,77,0,Yes,1
Male,9.74,63.83,No,1,Medium,72,64,0,Yes,0
Female,8.45,61.52,Yes,4,Medium,41,55,2,No,0
Female,6.55,78.27,No,5,Low,82,69,3,Yes,0
Male,8.93,93.03,Yes,1,Low,72,69,0,No,1
Female,5.96,72.52,No,1,Medium,63,49,2,Yes,0
Female,8.86,75.37,Yes,3,Medium,51,79,0,Yes,1
Female,9.41,96.38,No,4,Medium,79,91,1,Yes,1
Female,7.15,93.48,Yes,3,Low,67,63,0,Yes,0
Female,8.21,86.6,No,5,Medium,74,98,1,Yes,1
Male,7.35,70.67,No,2,Low,49,60,3,No,0
Male,7.38,64.68,Yes,4,Low,86,90,0,Yes,1
Male,6.83,60.64,Yes,5,Low,83,91,3,Yes,0
Female,8.78,64.28,No,5,Medium,73,78,3,No,0
Female,9.53,71.7,No,1,Low,96,54,3,Yes,0
Male,9.55,82.07,Yes,3,Low,44,44,1,Yes,1
Female,6.25,62.56,Yes,1,Medium,80,75,3,Yes,0
Male,9.26,65.45,No,1,Low,57,90,3,No,0
Male,8.67,67.24,Yes,2,Medium,45,90,1,Yes,1
Male,6.59,85.28,Yes,3,Medium,50,81,0,No,1
Female,5.79,84.63,No,2,High,85,61,3,Yes,0
Female,6.65,82.03,Yes,5,High,40,47,2,Yes,0
Male,9.42,70.02,Yes,2,High,62,70,1,Yes,1
Male,8.22,74.84,Yes,5,Medium,43,91,1,No,1
Male,8.6,63.87,No,1,Medium,46,40,0,Yes,0
Male,6.61,69.06,Yes,2,High,80,59,2,Yes,0
Female,8.59,95.91,No,3,Medium,88,67,1,Yes,0
Female,5.62,99.19,No,2,Medium,56,70,0,Yes,0
Male,7.11,85.91,Yes,5,Medium,50,92,3,No,0
Male,8.2,96.67,No,4,Medium,94,63,3,No,0
Female,6.13,85.71,Yes,3,Low,97,84,1,Yes,1
Female,9.04,61.33,No,5,High,66,46,0,Yes,1
Male,6.51,99.87,Yes,4,High,51,41,3,Yes,0
Male,8.3,63.96,No,3,Low,86,48,3,Yes,0
Male,7.24,87.31,Yes,4,High,73,58,0,Yes,1
Female,8.06,70.11,Yes,1,Low,47,80,3,No,1
Female,5.96,75.68,No,1,Low,91,88,3,Yes,0
Female,5.57,85.84,Yes,2,Medium,62,64,2,Yes,0
Male,9.41,77.46,No,2,Low,65,62,0,No,0
Male,6.66,70.02,Yes,2,Medium,73,89,3,Yes,0
Female,9.02,73.38,Yes,2,Low,95,49,2,No,0
Female,9.8,73.66,No,4,Medium,71,62,3,No,0
Male,6.41,98.37,Yes,3,Medium,45,72,0,No,0
Female,6.64,91.94,No,3,High,40,82,0,Yes,1
Female,8.35,78.34,Yes,2,High,96,58,3,Yes,1
Male,9.65,67.99,Yes,1,Low,98,94,1,Yes,1
Female,9.44,92.44,No,5,Medium,89,90,2,Yes,0
Male,7.66,66.29,Yes,2,High,43,73,3,No,1
Male,8.92,68.42,Yes,2,High,64,76,1,Yes,1
Male,6.08,74.64,No,1,Medium,47,42,2,Yes,0
Male,9.7,95.21,Yes,5,Medium,79,84,2,Yes,1
Male,9.65,65.27,Yes,4,Medium,85,96,1,Yes,1
Male,6.2,64.89,No,4,Medium,59,46,2,Yes,0
Male,6.79,79.76,No,5,High,53,82,2,No,0
Female,5.93,71.06,Yes,5,Low,72,88,3,No,0
Male,6.67,82.75,Yes,4,High,97,40,1,Yes,1
Male,9.01,78.07,No,2,Low,91,93,3,Yes,0
Female,7.13,77.4,Yes,2,Medium,42,75,3,No,0
Female,5.88,64.48,Yes,1,Low,54,40,2,No,0
Female,6.97,65.64,No,5,Medium,66,80,1,Yes,0
Male,9.72,92.84,Yes,2,Medium,58,69,0,Yes,1
Female,8.21,95.44,Yes,2,Low,40,89,1,No,1
Male,7.29,69.39,No,1,High,96,71,2,Yes,0
Male,6.22,64.54,No,5,Medium,74,88,0,No,0
Male,9.74,62.14,No,1,Medium,91,58,3,No,0
Male,9.03,84.33,Yes,1,Medium,72,86,0,No,1
Female,6.71,88.61,Yes,4,Low,90,49,0,Yes,0
Female,5.8,74.91,No,1,Medium,56,83,1,Yes,0
Male,5.74,87.19,Yes,5,Medium,52,87,3,Yes,0
Male,6.02,88.52,No,2,Medium,91,83,1,No,0
Male,8.0,97.41,Yes,2,High,87,72,0,No,1
Female,9.49,62.59,No,4,Low,97,84,2,No,0
Male,7.64,67.69,Yes,5,Medium,51,43,2,Yes,0
Male,9.12,62.74,Yes,2,Low,78,59,0,Yes,1
Female,7.42,94.72,Yes,1,Medium,65,93,2,Yes,0
Female,8.55,91.7,No,3,Medium,66,83,2,Yes,0
Male,8.65,82.99,Yes,3,Low,63,90,1,No,1
Female,6.25,63.35,No,3,Medium,95,54,3,Yes,0
Female,7.05,70.93,Yes,3,Medium,56,80,2,Yes,0
Male,8.24,71.91,Yes,1,High,50,93,3,Yes,1
Female,5.8,82.43,No,2,Medium,61,69,3,Yes,0
Male,7.05,70.32,Yes,4,Low,47,46,1,No,0
Female,7.8,62.92,Yes,1,Low,81,77,0,No,1
Male,9.78,89.23,Yes,2,Low,87,80,2,Yes,1
Male,7.54,71.96,No,5,Low,71,57,2,Yes,0
Male,9.01,78.09,No,2,Medium,68,98,1,Yes,1
Female,7.36,65.11,Yes,2,High,81,69,1,Yes,1
Male,8.92,92.1,Yes,2,Low,71,47,0,No,1
Female,8.06,82.62,Yes,1,Medium,95,60,3,Yes,0
Male,9.31,96.06,No,2,Medium,96,89,0,No,1
Male,7.27,79.82,Yes,2,Medium,79,84,2,No,0
Female,8.1,97.66,No,5,Low,44,46,1,Yes,0
Male,8.21,95.67,Yes,5,High,88,83,1,Yes,1
Male,7.29,83.06,No,3,High,52,44,3,Yes,0
Female,6.12,97.36,Yes,1,High,64,71,2,No,0
Male,5.9,72.92,No,2,Low,81,55,1,Yes,0
Male,5.57,74.63,Yes,3,Medium,49,79,1,No,1
Male,9.26,61.82,Yes,3,High,65,65,1,No,1
Male,6.52,83.57,No,1,High,65,66,1,Yes,0
Female,6.41,88.88,No,3,Low,60,93,2,Yes,0
Female,8.66,90.94,Yes,3,High,62,78,3,Yes,1
Male,6.88,65.99,No,1,High,83,98,0,No,1
Female,7.68,77.77,Yes,4,Low,51,67,0,Yes,1
Male,6.2,67.07,Yes,3,Medium,78,72,3,Yes,0
Female,9.63,86.49,Yes,5,Medium,82,41,3,Yes,0
Male,9.16,66.32,Yes,3,High,91,80,2,No,1
Male,9.21,96.17,No,1,Medium,95,54,0,Yes,0
Male,7.25,69.23,Yes,1,Low,98,78,3,No,0
Male,8.78,71.66,Yes,4,Low,97,46,1,No,1
Male,6.12,94.04,Yes,4,Low,64,59,2,Yes,0
Male,5.54,78.34,Yes,5,Low,51,52,3,No,0
Female,5.59,60.96,No,5,Low,75,71,0,Yes,0
Male,8.02,79.78,No,3,Medium,71,68,1,Yes,0
Female,7.46,63.38,Yes,4,High,57,43,3,No,0
Male,7.73,99.41,Yes,5,Medium,81,58,0,Yes,1
Female,5.53,83.52,No,3,Medium,59,49,2,No,0
Female,7.32,70.26,Yes,2,Low,41,75,0,No,0
Female,8.59,82.55,Yes,3,Medium,99,51,0,Yes,1
Male,7.4,63.07,Yes,5,High,72,97,0,No,1
Male,8.65,92.0,Yes,3,Medium,85,61,2,Yes,0
Female,6.5,97.01,No,2,Medium,56,66,3,Yes,0
Male,9.0,94.98,Yes,5,Low,98,74,3,Yes,0
Female,8.03,73.67,No,3,Medium,75,97,1,Yes,1
Male,6.41,73.03,Yes,5,High,69,79,3,Yes,1
Female,6.52,61.4,Yes,3,Medium,96,56,2,Yes,0
Female,8.2,86.06,No,1,Low,48,45,0,Yes,0
Male,9.07,81.4,No,5,High,70,84,2,Yes,1
Female,7.29,78.37,No,5,Low,78,89,0,No,0
Male,6.61,96.31,Yes,5,Medium,60,87,3,Yes,0
Female,9.23,66.72,No,5,Low,61,82,1,Yes,1
Female,8.38,60.39,Yes,3,High,56,53,1,Yes,1
Male,7.43,62.93,Yes,4,High,42,72,3,No,0
Male,7.6,68.93,No,3,Medium,71,83,0,Yes,1
Male,6.38,61.33,No,2,Medium,72,91,3,Yes,0
Female,8.2,80.11,No,1,Medium,49,67,2,Yes,0
Male,7.04,72.56,No,3,Low,44,77,3,Yes,0
Female,9.78,67.22,Yes,3,High,43,46,3,Yes,1
Female,7.56,90.0,Yes,5,Medium,90,50,0,Yes,1
Male,7.59,68.18,No,2,Medium,77,72,3,Yes,0
Male,7.93,87.5,Yes,5,Low,71,42,2,No,0
Female,9.44,73.97,Yes,5,Low,77,61,3,Yes,0
Female,8.94,80.47,Yes,4,Medium,80,52,2,Yes,0
Male,7.44,97.35,Yes,1,Medium,59,68,3,No,0
Male,8.59,61.49,No,4,Low,48,45,0,Yes,0
Male,8.02,80.01,Yes,5,Low,54,81,1,Yes,1
Male,7.62,94.18,Yes,1,Medium,91,93,1,No,1
Male,6.33,83.52,No,3,Low,47,78,2,Yes,0
Female,7.49,71.07,Yes,2,Medium,95,82,3,Yes,0
Female,6.56,75.91,No,4,Medium,73,94,0,Yes,0
Female,9.43,87.21,Yes,2,Medium,69,67,3,Yes,0
Female,6.94,95.63,No,5,High,49,97,0,Yes,1
Male,9.59,61.64,Yes,1,Low,53,54,0,Yes,1
Male,7.79,62.86,Yes,3,High,99,63,3,Yes,1
Male,8.22,73.0,Yes,1,High,95,82,3,Yes,1
Female,7.83,69.31,Yes,2,Medium,73,89,1,No,1
Female,6.06,70.6,No,2,High,98,65,3,Yes,0
Male,7.12,68.85,Yes,3,High,95,40,1,Yes,1
Male,5.93,67.83,No,3,High,61,65,2,No,0
Female,8.18,65.22,Yes,1,Medium,52,85,1,Yes,1
